# CodeBrix.LilyPort ratchet -- every time a floor came DOWN, and why.
# Append-only, written by `ratchet.py rebaseline`. The manifest records
# what the floor IS; this records what happened to it, so a row that
# reads lower than a plan document claims can always be accounted for.
#
# date	name	from	to	reason
2026-08-07	coda-mark-unaligned.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	context-property-deprecated-scheme-get.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	context-property-deprecated-scheme-where-defined.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	duration-line-break-align-group.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	duration-line-end-items.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	duration-line-staff-change.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	duration-line-thickness-staff-sizes.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	duration-line-tie.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	dynamics-hairpin-endpoint-alignment.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	episema.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	event-listener-output.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	fermata-dot-position.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	magnifyStaff-time-signature.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	mark-tracking-conflict-ad-hoc-mark.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	mark-tracking-conflict-default-coda-mark.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	mark-tracking-conflict-default-rehearsal-mark.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	mark-tracking-conflict-default-segno-mark.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	mark-tracking-conflict-specific-coda-mark.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	mark-tracking-conflict-specific-rehearsal-mark.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	mark-tracking-conflict-specific-segno-mark.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	markup-rhythm-ragged.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	measure-counter-compressed-mmrest.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	mensural-ligatures-invalid.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	mensural-ligatures.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	metronome-mark-broken-bound.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	metronome-mark-formatter.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	metronome-mark-loose-column.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	metronome-marking-fractional.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	metronome-marking-staff-group-context.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	metronome-marking.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	metronome-multimeasure-rest-no-segfault.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	metronome-parenthesized.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	metronome-precision.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	metronome-range.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	metronome-text.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
