# Entry-point documentation, extracted from the LY_DEFINE and
# LY_DEFINE_WITH_SETTER macros of LilyPond v2.27.2
# (commit 2d621459bd44cb1758f822a69757242eab843060), lily/*.cc.
#
# Upstream registers these from the macro into a hash table
# (lily/function-documentation.cc:58) that ly:get-all-function-documentation
# hands to scm/document-functions.scm. The port's entry points are C#
# lambdas with nowhere to carry a docstring, so the data is carried here and
# registered at CreateInterpreter -- see FunctionDocumentation.cs.
#
# Columns: scheme-name, source, arglist, docstring.
# The arglist is stringified as the C preprocessor would leave #ARGLIST:
# every run of whitespace collapsed to one space. \n is a newline.
#
# THREE RULES DECIDE WHAT IS IN HERE, and each was added because taking the
# source at face value put something in the generated manual that the oracle
# does not have:
#
#   * A docstring may be a C++ RAW STRING LITERAL WITH A NON-EMPTY DELIMITER,
#     R"delim( ... )delim", which is how LilyPond writes any docstring that
#     contains a quotation mark. Reading only R"( ... )" leaves 'delim(' in
#     the text and drops every embedded quoted string.
#
#   * A SMOB TYPE PREDICATE is included only when its class actually derives
#     from a smob base (class OR struct -- Duration and Tuplet_description are
#     structs). Smob_base<T>::init() defines the predicate, so a class that
#     merely declares type_p_name_ never gets one: lily/include/box.hh does
#     exactly that, and the oracle answers #f to (defined? 'ly:box?).
#
#   * An entry point behind a build flag the oracle build does not set is
#     skipped -- #if GS_API, which is why ly:gs-api and ly:shutdown-gs are
#     absent here and unbound there.
#
# Regenerate with tools/table-extract/extract-entry-point-docs.py.
ly:grob-object	grob-scheme.cc	(SCM grob, SCM sym, SCM val)	\nReturn the value of a pointer in grob @var{grob} of property @var{sym}.  When\n@var{sym} is undefined in @var{grob}, it returns @var{val} if specified or\n@code{'()} (end-of-list) otherwise.  The kind of properties this taps into\ndiffers from regular properties.  It is used to store links between grobs,\neither grobs or grob arrays.  For instance, a note head has a @code{stem}\nproperty, the stem grob it belongs to.  Just after line breaking, all those\ngrobs are scanned and replaced by their relevant broken versions when\napplicable.\n                       
ly:grob-original	grob-scheme.cc	(SCM grob)	\nReturn the unbroken original grob of @var{grob}, @var{grob} may be an item or\nspanner.\n           
ly:grob-parent	grob-scheme.cc	(SCM grob, SCM axis, SCM def)	\nGet the parent of @var{grob}.  @var{axis} is @code{0} for the x@tie{}axis,\n@code{1}@tie{}for the y@tie{}axis.  If @var{grob} has no parent on this\naxis (yet), return @var{def}, or @code{'()} if @var{def} is not specified.\n                       
ly:grob-pq<?	grob-pq-engraver.cc	(SCM a, SCM b)	\nCompare two grob priority queue entries.  This is an internal function.\n           
ly:grob-properties?	context-property.cc	(SCM x)	Is @var{x} a smob of class @code{Grob_properties}?
ly:grob-property	grob-scheme.cc	(SCM grob, SCM sym, SCM val)	\nReturn the value for property @var{sym} of @var{grob}.  If no value is found,\nreturn @var{val} or @code{'()} if @var{val} is not specified.\n                       
ly:grob-property-data	grob-scheme.cc	(SCM grob, SCM sym)	\nReturn the value for property @var{sym} of @var{grob}, but do not process\ncallbacks.\n           
ly:grob-pure-height	grob-scheme.cc	(SCM grob, SCM refp, SCM beg, SCM end, SCM val)	\nReturn the pure height of @var{grob} given refpoint @var{refp}.  If no value is\nfound, return @var{val} or @code{'()} if @var{val} is not specified.\n           
ly:grob-pure-property	grob-scheme.cc	(SCM grob, SCM sym, SCM beg, SCM end, SCM val)	\nReturn the pure value for property @var{sym} of @var{grob}.  If no value is\nfound, return @var{val} or @code{'()} if @var{val} is not specified.\n           
ly:grob-pure-relative-coordinate	grob-scheme.cc	(SCM grob, SCM refp, SCM start, SCM end)	\nReturn the pure vertical coordinate of @var{grob} relative to\n@var{refp} between @var{start} and @var{end}.\n           
ly:grob-relative-coordinate	grob-scheme.cc	(SCM grob, SCM refp, SCM axis)	\nGet the coordinate in @var{axis} direction of @var{grob} relative to the grob\n@var{refp}.\n           
ly:grob-robust-relative-extent	grob-scheme.cc	(SCM grob, SCM refp, SCM axis)	\nGet the extent in @var{axis} direction of @var{grob} relative to the grob\n@var{refp}, or @code{(0,0)} if empty.\n           
ly:grob-script-priority-less	script-column.cc	(SCM a, SCM b)	\nCompare two grobs by script priority.  For internal use.\n           
ly:grob-set-nested-property!	grob-scheme.cc	(SCM grob, SCM symlist, SCM val)	\nSet nested property @var{symlist} in grob @var{grob} to value @var{val}.\n           
ly:grob-set-object!	grob-scheme.cc	(SCM grob, SCM sym, SCM val)	\nSet @var{sym} in grob @var{grob} to value @var{val}.\n           
ly:grob-set-parent!	grob-scheme.cc	(SCM grob, SCM axis, SCM parent_grob)	\nSet @var{parent-grob} as the parent of grob @var{grob} in axis @var{axis}.\n           
ly:grob-set-property!	grob-scheme.cc	(SCM grob, SCM sym, SCM val)	\nSet @var{sym} in grob @var{grob} to value @var{val}.\n           
ly:grob-spanned-column-rank-interval	grob-scheme.cc	(SCM grob)	\nReturn a pair with the @code{rank} of the furthest left column and the\n@code{rank} of the furthest right column spanned by @code{grob}.\n           
ly:grob-staff-position	staff-symbol-referencer-scheme.cc	(SCM sg)	\nReturn the y@tie{}position of @var{sg} relative to the staff.\n           
ly:grob-suicide!	grob-scheme.cc	(SCM grob)	\nKill @var{grob}.\n           
ly:grob-system	grob-scheme.cc	(SCM grob)	\nReturn the system grob of @var{grob}.\n           
ly:grob-translate-axis!	grob-scheme.cc	(SCM grob, SCM d, SCM a)	\nTranslate @var{grob} on axis@tie{}@var{a} over distance@tie{}@var{d}.\n           
ly:grob-vertical<?	grob-scheme.cc	(SCM a, SCM b)	\nDoes @var{a} lie above @var{b} on the page?\n           
ly:grob?	grob-smob.cc	(SCM x)	Is @var{x} a smob of class @code{Grob}?
ly:has-glyph-names?	open-type-font-scheme.cc	(SCM font_file_name, SCM idx)	\nDoes the font for @var{font-file-name} have glyph names?  The optional\n@var{idx} argument is useful for TrueType Collections (TTC) and OpenType/CFF\ncollections (OTC) only; it specifies the font index within the TTC/OTC.  The\ndefault value of @var{idx} is@tie{}0.\n           
ly:hash-table-keys	general-scheme.cc	(SCM tab)	\nReturn a list of keys in @var{tab}.\n           
ly:inch	dimensions-scheme.cc	(SCM num)	\n@var{num} inches.\n           
ly:input-both-locations	input-scheme.cc	(SCM sip)	\nReturn input location in @var{sip} as\n@example\n(file-name first-line first-column last-line last-column)\n@end example\n           
ly:input-file-line-char-column	input-scheme.cc	(SCM sip)	\nReturn input location in @var{sip} as @code{(file-name line char column)}.\n           
ly:input-location?	input-smob.cc	(SCM x)	Is @var{x} a smob of class @code{Input}?
ly:input-message	input-scheme.cc	(SCM sip, SCM msg, SCM rest)	\nPrint @var{msg} as a GNU compliant error message, pointing to the location in\n@var{sip}.  @var{msg} is interpreted similar to @code{format}'s argument, using\n@var{rest}.\n           
ly:input-warning	input-scheme.cc	(SCM sip, SCM msg, SCM rest)	\nPrint @var{msg} as a GNU compliant warning message, pointing to the location in\n@var{sip}.  @var{msg} is interpreted similar to @code{format}'s argument, using\n@var{rest}.\n           
ly:interpret-music-expression	global-context-scheme.cc	(SCM mus, SCM ctx)	\nInterpret the music expression @var{mus} in the global context @var{ctx}.  The\ncontext is returned in its final state.\n           
ly:intlog2	duration-scheme.cc	(SCM d)	\nThe 2-logarithm of 1/@var{d}.\n           
ly:item-break-dir	item-scheme.cc	(SCM it)	\nThe break status direction of item @var{it}.  @w{@code{-1}} means end of line,\n@code{0}@tie{}unbroken, and @code{1}@tie{}beginning of line.\n           
ly:item-get-column	item-scheme.cc	(SCM it)	\nReturn the @code{PaperColumn} or @code{NonMusicalPaperColumn} associated with\nthis @code{Item}.\n           
ly:item?	item-scheme.cc	(SCM g)	\nIs @var{g} an @code{Item} object?\n           
ly:iterator?	music-iterator.cc	(SCM x)	Is @var{x} a smob of class @code{Music_iterator}?
ly:length	stencil-scheme.cc	(SCM x, SCM y)	\nCalculate magnitude of given vector.  With one argument, @var{x}@tie{}is a\nnumber pair indicating the vector.  With two arguments,\n@var{x}@tie{}and@tie{}@var{y} specify the respective coordinates.\n           
ly:lily-lexer?	lily-lexer.cc	(SCM x)	Is @var{x} a smob of class @code{Lily_lexer}?
ly:lily-parser?	lily-parser.cc	(SCM x)	Is @var{x} a smob of class @code{Lily_parser}?
ly:line-interface::line	line-interface-scheme.cc	(SCM grob, SCM startx, SCM starty, SCM endx, SCM endy)	\nMake a line using layout information from grob @var{grob}.\n           
ly:listened-event-class?	dispatcher-scheme.cc	(SCM disp, SCM cl)	\nDoes @var{disp} listen to any event type in the list @var{cl}?\n           
ly:listened-event-types	dispatcher-scheme.cc	(SCM disp)	\nReturn a list of all event types that @var{disp} listens to.\n           
ly:listener?	listener.cc	(SCM x)	Is @var{x} a smob of class @code{Listener}?
ly:make-book	book-scheme.cc	(SCM paper, SCM header, SCM scores)	\nMake a @code{\\book} of @var{paper} and @var{header} (which may be @code{#f} as\nwell) containing @code{\\score}s.\n           
ly:make-book-part	book-scheme.cc	(SCM scores)	\nMake a @code{\\bookpart} containing @code{\\score}s.\n           
ly:make-context-mod	context-mod-scheme.cc	(SCM mod_list)	\nCreate a context modification, optionally initialized via the list of\nmodifications @var{mod-list}.\n           
ly:make-dispatcher	dispatcher-scheme.cc	()	\nReturn a newly created dispatcher.\n           
ly:make-duration	duration-scheme.cc	(SCM length, SCM dotcount, SCM num, SCM den)	\nMake a duration.  @var{length} is the negative logarithm (base@tie{}2) of the\nduration: 1@tie{}is a half note, 2@tie{}is a quarter note, 3@tie{}is an eighth\nnote, etc.  The number of dots after the note is given by the optional argument\n@var{dotcount}.\n\nThe duration factor is optionally given by integers @var{num} and @var{den},\nalternatively by a single rational number.\n\nA duration is a musical duration, i.e., a length of time described by a power\nof two (whole, half, quarter, etc.) and a number of augmentation dots.\n           
ly:make-global-context	global-context-scheme.cc	(SCM output_def)	\nSet up a global interpretation context, using the output block\n@var{output-def}.  The context is returned.\n           
ly:make-global-translator	global-context-scheme.cc	(SCM global)	\nCreate a translator group and connect it to the global context @var{global}.\nThe translator group is returned.\n           
ly:make-grob-properties	context-property.cc	(SCM alist)	\nPackage the given property list @var{alist} in a grob property container stored\nin a context property with the name of a grob.\n           
ly:make-moment	moment-scheme.cc	(SCM m, SCM g, SCM gn, SCM gd)	\nCreate a moment with rational main timing @var{m}, and optional grace timing\n@var{g}.\n\nA @dfn{moment} is a point in musical time.  It consists of a pair of rationals\n@w{(@var{m}, @var{g})}, where @var{m} is the timing for the main notes, and\n@var{g} the timing for grace notes.  In absence of grace notes, @var{g}@tie{}is\nzero.\n\nFor compatibility reasons, it is possible to write two numbers specifying\nnumerator and denominator instead of the rationals.  These forms cannot be\nmixed, and the two-argument form is disambiguated by the sign of the second\nargument: if it is positive, it can only be a denominator and not a grace\ntiming.\n           
ly:make-music	music-scheme.cc	(SCM props)	\nMake a C++ @code{Music} object and initialize it with @var{props}.\n\nThis function is for internal use and is only called by @code{make-music},\nwhich is the preferred interface for creating music objects.\n           
ly:make-music-function	music-function-scheme.cc	(SCM signature, SCM func)	\nMake a function to process music, to be used for the parser.  @var{func} is the\nfunction, and @var{signature} describes its arguments.  @var{signature}'s cdr\nis a list containing either @code{ly:music?} predicates or other type\npredicates.  Its car is the syntax function to call.\n           
ly:make-music-relative!	music-scheme.cc	(SCM music, SCM pitch)	\nMake @var{music} relative to @var{pitch}, return final pitch.\n           
ly:make-output-def	output-def-scheme.cc	()	\nMake an output definition.\n           
ly:make-page-label-marker	page-marker-scheme.cc	(SCM label)	\nReturn page marker with label @var{label}.\n           
ly:make-page-permission-marker	page-marker-scheme.cc	(SCM symbol, SCM permission)	\nReturn page marker with page breaking and turning permissions.\n           
ly:make-paper-outputter	paper-outputter-scheme.cc	(SCM port, SCM alist, SCM default_callback)	\nCreate an outputter dumping to @var{port}.  @var{alist} should map symbols to\nprocedures.  See file @file{output-ps.scm} for an example.  If\n@var{default-callback} is given, it is called for unsupported expressions.\n           
ly:make-pitch	pitch-scheme.cc	(SCM octave, SCM note, SCM alter)	\nMake a pitch.  @var{octave} is specified by an integer, zero for the octave\ncontaining middle@tie{}C.  @var{note} is a number indexing the global default\nscale, with 0 corresponding to pitch@tie{}C and 6 usually corresponding to\npitch@tie{}B.  Optional @var{alter} is a rational number of 200-cent whole\ntones for alteration.\n           
ly:make-prob	prob-scheme.cc	(SCM type, SCM init, SCM rest)	\nCreate a @code{Prob} object.\n           
ly:make-rand-seed	lily-random.cc	()	\nCreate seed value for initialization of a pseudo-random generator by\ncombining output from a high-resolution clock with the current\nprocess id.\n           
ly:make-regex	glib-regex-scheme.cc	(SCM pattern)	\nConstruct a new regular expression object.\n\nNote that regular expressions created with this function are distinct from Guile\nnative regular expressions (the latter don't fully support Unicode). They should\nbe used with @code{ly:regex-@dots{}} functions.\n\nThe full reference for the supported regular expression syntax\ncan be read at\n@uref{https://www.pcre.org/original/doc/html/pcrepattern.html}.\n           
ly:make-rotation	transform-scheme.cc	(SCM angle, SCM center)	\nMake a transform rotating by @var{angle} in degrees.  If @var{center} is given\nas a pair of coordinates, it is the center of the rotation, otherwise the\nrotation is around @w{(0, 0)}.\n           
ly:make-scale	scale.cc	(SCM steps)	\nCreate a scale.  The argument is a vector of rational numbers, each of which\nrepresents the number of 200-cent tones of a pitch above the tonic.\n           
ly:make-scaling	transform-scheme.cc	(SCM scale, SCM scaley)	\nCreate a scaling transform from argument @var{scale} and optionally\n@var{scaley}.  When both arguments are given, they must be real and give the\nscale in x and y@tie{}direction.  If only @var{scale} is given, it may also be\ncomplex to indicate a scaled rotation in the manner of complex number\nrotations, or a pair of reals for specifying different scales in x and\ny@tie{}direction like with the first calling convention.\n           
ly:make-score	score-scheme.cc	(SCM music)	\nEncapsulate @var{music} into a score smob.\n\nThis is a low-level function that does no preprocessing.  You might be\nlooking for function @code{scorify-music} instead, which also preprocesses\n@var{music}.\n           
ly:make-skyline	skyline-scheme.cc	(SCM segments, SCM axis, SCM direction)	\nCreate a new skyline from a list of segments.  A skyline is an object\nrepresenting an outline along a @q{horizon axis}, much like a city skyline.\nThe argument @var{segments} is a list of segments.  A segment has the\nform @code{'((x1 . y1) . (x2 . y2))}.  The resulting skyline, viewed on\nthe given @var{axis}, has a builing joining these two points for each segment.\n@var{x1}, @var{y1}, @var{x2}, @var{y2} may be infinite.  The buildings\ncan be given in any order, and overlap.\n           
ly:make-spring	spring-smob.cc	(SCM ideal, SCM min_dist)	\nMake a spring.  @var{ideal} is the ideal distance of the spring, and\n@var{min-dist} is the minimum distance.\n           
ly:make-stencil	stencil-scheme.cc	(SCM expr, SCM xext, SCM yext)	\nStencils are device independent output expressions.  They carry two pieces of\ninformation:\n\n@enumerate\n@item\nA specification of how to print this object.  This specification is processed\nby the output backends, for example @file{scm/output-ps.scm}.\n\n@item\nThe vertical and horizontal extents of the object, given as pairs.  If an\nextent is unspecified (or if you use @code{empty-interval} as its value), it is\ntaken to be empty.\n@end enumerate\n           
ly:make-stream-event	stream-event-scheme.cc	(SCM cl, SCM proplist)	\nCreate a stream event of class @var{cl} with the given mutable property list.\n           
ly:make-tmpfile-name	lily-random.cc	(SCM filename)	\nReturn @var{filename}, suffixed by a randomly generated, hexadecimal id.\n           
ly:make-transform	transform-scheme.cc	(SCM xx, SCM yx, SCM xy, SCM yy, SCM x0, SCM y0)	\nCreate a transform.  Without options, it is the identity transform.  Given four\narguments @var{xx}, @var{yx}, @var{xy}, and @var{yy}, it is a linear transform.\nGiven six arguments (with @var{x0} and @var{y0} last), it is an affine\ntransform.\n\nTransforms can be called as functions on other transforms (concatening them) or\non points given either as complex number or real number pair.  See also\n@code{ly:make-rotation}, @code{ly:make-scaling}, and\n@code{ly:make-translation}.\n           
ly:make-translation	transform-scheme.cc	(SCM x, SCM y)	\nMake a transform translating by @var{x} and @var{y}. If only @var{x} is given,\nit can also be a complex number or a pair of numbers indicating the offset to\nuse.\n           
ly:make-unpure-pure-container	unpure-pure-container.cc	(SCM unpure, SCM pure)	\nMake an unpure-pure container.  @var{unpure} should be an unpure expression,\nand @var{pure} should be a pure expression.  If @var{pure} is omitted, the\nvalue of @var{unpure} will be used twice, except that a callback is given two\nextra arguments that are ignored for the sake of pure calculations.\n           
ly:message	warn-scheme.cc	(SCM str, SCM rest)	\nA Scheme callable function to issue the message @var{str}.  The message is\nformatted with @code{format}; @var{rest} holds the formatting arguments (if\nany).\n           
ly:minimal-breaking	page-breaking-scheme.cc	(SCM paper_book)	\nBreak (pages and lines) the @code{Paper_book} object @var{paper-book} without\nlooking for optimal spacing: stack as many lines on a page before moving to the\nnext one.\n           
ly:mm	dimensions-scheme.cc	(SCM num)	\n@var{num} mm.\n           
ly:module->alist	ly-module.cc	(SCM mod)	\nDump the contents of module @var{mod} as an alist.\n           
ly:module-copy	module-scheme.cc	(SCM dest, SCM src)	\nCopy all bindings from module @var{src} into @var{dest}.\n           
ly:modules-lookup	module-scheme.cc	(SCM modules, SCM sym, SCM def)	\nLook up @var{sym} in the list @var{modules}, returning the first occurrence.\nIf not found, return @var{def} or @code{#f} if @var{def} isn't specified.\n           
ly:moment-add	moment-scheme.cc	(SCM a, SCM b)	\nAdd two moments.\n           
ly:moment-div	moment-scheme.cc	(SCM a, SCM b)	\nDivide moment @var{a} by a number @var{b} (or by the main part of another moment).\n           
ly:moment-grace	moment-scheme.cc	(SCM mom)	\nExtract grace timing as a rational number from @var{mom}.\n           
ly:moment-grace-denominator	moment-scheme.cc	(SCM mom)	\nExtract denominator from grace timing.\n           
ly:moment-grace-numerator	moment-scheme.cc	(SCM mom)	\nExtract numerator from grace timing.\n           
ly:moment-main	moment-scheme.cc	(SCM mom)	\nExtract main timing as a rational number from @var{mom}.\n           
ly:moment-main-denominator	moment-scheme.cc	(SCM mom)	\nExtract denominator from main timing.\n           
ly:moment-main-numerator	moment-scheme.cc	(SCM mom)	\nExtract numerator from main timing.\n           
ly:moment-mod	moment-scheme.cc	(SCM a, SCM b)	\nModulo of two moments.\n           
ly:moment-mul	moment-scheme.cc	(SCM a, SCM b)	\nMultiply moment @var{a} by a number @var{b} (or by the main part of another moment).\n           
ly:moment-sub	moment-scheme.cc	(SCM a, SCM b)	\nSubtract two moments.\n           
ly:moment<?	moment-scheme.cc	(SCM a, SCM b)	\nCompare two moments.\n           
ly:moment?	moment.cc	(SCM x)	Is @var{x} a smob of class @code{Moment}?
ly:music-deep-copy	music-scheme.cc	(SCM m, SCM origin)	\nCopy @var{m} and all sub expressions of@tie{}@var{m}. @var{m} may be an\narbitrary type; cons cells and music are copied recursively.  If @var{origin}\nis given, it is used as the origin for one level of music by calling\n@code{ly:set-origin!} on the copy.\n           
ly:music-duration-compress	music-scheme.cc	(SCM mus, SCM fact)	\nCompress @var{mus} by factor @var{fact}, which is a @code{Moment}.\n           
ly:music-duration-length	music-scheme.cc	(SCM mus)	\nExtract the duration field from @var{mus} and return the length.\n           
ly:music-function-extract	music-function-scheme.cc	(SCM x)	\nReturn the Scheme function inside@tie{}@var{x}.\n           
ly:music-function-signature	music-function-scheme.cc	(SCM x)	\nReturn the function signature inside@tie{}@var{x}.\n           
ly:music-function?	music-function.cc	(SCM x)	Is @var{x} a smob of class @code{Music_function}?
ly:music-length	music-scheme.cc	(SCM mus)	\nReturn the duration of @var{mus} as a @code{ly:moment}.\n           
ly:music-list?	music-scheme.cc	(SCM lst)	\nIs @var{lst} a list of music objects?\n           
ly:music-mutable-properties	music-scheme.cc	(SCM mus)	\nReturn an alist containing the mutable properties of @var{mus}.  The immutable\nproperties are not available, since they are constant and initialized by the\n@code{make-music} function.\n           
ly:music-output?	music-output.cc	(SCM x)	Is @var{x} a smob of class @code{Music_output}?
ly:music-property	music-scheme.cc	(SCM mus, SCM sym, SCM val)	\nReturn the value for property @var{sym} of music expression @var{mus}.  If no\nvalue is found, return @var{val} or @code{'()} if @var{val} is not specified.\n                       
ly:music-set-property!	music-scheme.cc	(SCM mus, SCM sym, SCM val)	\nSet property @var{sym} in music expression @var{mus} to @var{val}.\n           
ly:music-start	music-scheme.cc	(SCM mus)	\nGet the start of music expression @var{mus} and return it as a @code{Moment}\nobject.\n           
ly:music-transpose	music-scheme.cc	(SCM m, SCM p)	\nTranspose @var{m} such that central@tie{}C is mapped to@tie{}@var{p}.\nReturn@tie{}@var{m}.\n           
ly:music?	music-scheme.cc	(SCM obj)	\nIs @var{obj} a @code{Music} object?\n           
ly:non-fatal-error	warn-scheme.cc	(SCM str, SCM rest)	\nA Scheme callable function to issue the error @var{str}.  The error is\nformatted with @code{format}; @var{rest} holds the formatting\narguments (if any).  When using this function, some way of signalling\nthe error should be employed in order for the compilation to\neventually result in a nonzero return code.\n
ly:note-column-accidentals	note-column-scheme.cc	(SCM note_column)	\nReturn the @code{AccidentalPlacement} grob from @var{note-column} if any, or\n@code{SCM_EOL} otherwise.\n           
ly:note-column-dot-column	note-column-scheme.cc	(SCM note_column)	\nReturn the @code{DotColumn} grob from @var{note-column} if any, or\n@code{SCM_EOL} otherwise.\n           
ly:note-extra-source-file	sources.cc	(SCM filename, SCM parser)	\nRegister a file, e.g., an image file, as being needed to compile the\ncurrent file.  This is used for the @code{-dembed-@/source-@/code} option.\nA parser may optionally be specified.\n\nIn general, this function can embed arbitrary files into LilyPond's PDF output\n(using @dfn{embedded file streams}).\n           
ly:note-head::stem-attachment	note-head-scheme.cc	(SCM font_metric, SCM glyph_name, SCM direction)	\nGet stem attachment point from @var{font_metric} for @var{glyph-name}.\n\nThis only works for note head glyphs.  Depending on @var{direction}, the\nattachment point for an up-stem or a down-stem is returned.  @var{direction}\ndefaults to @code{UP} if not specified.\n\nThe return value is a pair, where each component is measured in a -1 to@tie{}1\nscale so that -1 is the left/@/bottom edge of the note head's bounding box and\n1@tie{}is the right/@/top edge.\n           
ly:note-scale?	scale.cc	(SCM x)	Is @var{x} a smob of class @code{Scale}?
ly:number->duration	duration-scheme.cc	(SCM x)	\nConvert a duration expressed in units of whole notes to a @code{ly:duration}.\nThe log, number of dots, and scaling factor are chosen automatically.\n           
ly:number->string	general-scheme.cc	(SCM s)	\nConvert @var{s} to a string without generating many decimals.\n           
ly:one-line-auto-height-breaking	page-breaking-scheme.cc	(SCM paper_book)	\nPut each score on a single line, and put each line on its own page.  Modify the\n@code{paper-width} setting so that every page is wider than the widest line.\nModify the @code{paper-height} setting to fit the height of the tallest line.\n           
ly:one-line-breaking	page-breaking-scheme.cc	(SCM paper_book)	\nPut each score on a single line, and put each line on its own page.  Modify the\n@code{paper-width} setting so that every page is wider than the widest line.\n           
ly:one-page-breaking	page-breaking-scheme.cc	(SCM paper_book)	\nPut each score on a single page.  The @code{paper-height} settings are modified\nso each score fits on one page, and the height of the page matches the height\nof the full score.\n           
ly:optimal-breaking	page-breaking-scheme.cc	(SCM paper_book)	\nOptimally break (pages and lines) the @code{Paper_book} object @var{paper-book}\nto minimize badness for both vertical and horizontal spacing.\n           
ly:option-usage	program-option-scheme.cc	(SCM port, SCM internal)	\nPrint @code{ly:set-option} usage.  Optional @var{port} argument for the\ndestination defaults to current output port. Specify @var{internal} to get doc\nfor internal options.\n           
ly:otf->cff	otf-scheme.cc	(SCM otf_file_name, SCM idx)	\nConvert the contents of an OTF file to a CFF file, returning it as a string.\nThe optional @var{idx} argument is useful for OpenType/CFF collections (OTC)\nonly; it specifies the font index within the OTC.  The default value of\n@var{idx} is@tie{}0.\n           
ly:otf-font-glyph-info	open-type-font-scheme.cc	(SCM font, SCM glyph)	\nGiven the font metric @var{font} of an OpenType font, return the information\nabout named glyph @var{glyph} (a string).\n           
ly:otf-font-table-data	open-type-font-scheme.cc	(SCM font, SCM tag)	\nExtract a table @var{tag} from @var{font}.  Return empty string for\nnon-existent @var{tag}.\n           
ly:otf-font?	open-type-font-scheme.cc	(SCM font)	\nIs @var{font} an OpenType font?\n           
ly:otf-glyph-count	open-type-font-scheme.cc	(SCM font)	\nReturn the number of glyphs in @var{font}.\n           
ly:otf-glyph-list	open-type-font-scheme.cc	(SCM font)	\nReturn a list of glyph names for @var{font}.\n           
ly:output-def-clone	output-def-scheme.cc	(SCM def)	\nClone output definition @var{def}.\n           
ly:output-def-lookup	output-def-scheme.cc	(SCM def, SCM sym, SCM val)	\nReturn the value of @var{sym} in output definition @var{def} (e.g.,\n@code{\\paper}).  If no value is found, return @var{val} or @code{'()} if\n@var{val} is undefined.\n           
ly:output-def-parent	output-def-scheme.cc	(SCM output_def, SCM default_value)	\nReturn the parent output definition of @var{output-def}, or\n@var{default-value} if @var{output-def} has no parent.\n@var{default-value} is optional, and defaults to @code{'()}.\n           
ly:output-def-scope	output-def-scheme.cc	(SCM def)	\nReturn the variable scope inside @var{def}.\n           
ly:output-def-set-variable!	output-def-scheme.cc	(SCM def, SCM sym, SCM val)	\nSet an output definition @var{def} variable @var{sym} to @var{val}.\n           
ly:output-def?	output-def-scheme.cc	(SCM x)	Is @var{x} a smob of class @code{Output_def}?
ly:output-description	output-def-scheme.cc	(SCM output_def)	\nReturn the description of translators in @var{output-def}.\n           
ly:output-file-name-for-input-file-name	lily-parser-scheme.cc	(SCM name)	\nConvert the @var{name} of an input file (as provided on the command line) to the\nname of an output file without an extension, honoring command-line options such\nas @code{--output} and @code{-dstrip-output-dir}.\n           
ly:output-find-context-def	output-def-scheme.cc	(SCM output_def, SCM context_name)	\nReturn an alist of all context defs (matching @var{context-name} if given) in\n@var{output-def}.\n           
ly:outputter-close	paper-outputter-scheme.cc	(SCM outputter)	\nClose port of @var{outputter}.\n           
ly:outputter-dump-stencil	paper-outputter-scheme.cc	(SCM outputter, SCM stencil)	\nDump stencil @var{expr} onto @var{outputter}.\n           
ly:outputter-dump-string	paper-outputter-scheme.cc	(SCM outputter, SCM str)	\nDump @var{str} onto @var{outputter}.\n           
ly:outputter-output-scheme	paper-outputter-scheme.cc	(SCM outputter, SCM expr)	\nOutput @var{expr} to the paper outputter.\n           
ly:outputter-port	paper-outputter-scheme.cc	(SCM outputter)	\nReturn output port for @var{outputter}.\n           
ly:page-marker?	page-marker.cc	(SCM x)	Is @var{x} a smob of class @code{Page_marker}?
ly:page-turn-breaking	page-breaking-scheme.cc	(SCM paper_book)	\nOptimally break (pages and lines) the @code{Paper_book} object @var{paper-book}\nsuch that page turns only happen in specified places, returning its pages.\n           
ly:pango-font-physical-fonts	pango-font-scheme.cc	(SCM f)	\nReturn alist of @code{(ps-name file-name font-index)} lists for Pango\nfont@tie{}@var{f}.\n           
ly:pango-font?	pango-font-scheme.cc	(SCM f)	\nIs @var{f} a Pango font?\n           
ly:paper-book-header	paper-book-scheme.cc	(SCM pb)	\nReturn the header definition (@code{\\header}) in @code{Paper_book} object\n@var{pb}.\n           
ly:paper-book-pages	paper-book-scheme.cc	(SCM pb)	\nReturn pages in @code{Paper_book} object @var{pb}.\n           
ly:paper-book-paper	paper-book-scheme.cc	(SCM pb)	\nReturn the paper output definition (@code{\\paper}) in @code{Paper_book} object\n@var{pb}.\n           
ly:paper-book-performances	paper-book-scheme.cc	(SCM pb)	\nReturn performances in @code{Paper_book} object @var{pb}.\n           
ly:paper-book-scopes	paper-book-scheme.cc	(SCM pb)	\nReturn scopes in @code{Paper_book} object @var{pb}.\n           
ly:paper-book-systems	paper-book-scheme.cc	(SCM pb)	\nReturn systems in @code{Paper_book} object @var{pb}.\n           
ly:paper-book?	paper-book.cc	(SCM x)	Is @var{x} a smob of class @code{Paper_book}?
